"","X1","X2","Keywords","keywords_clean"
"728","P32","Collectives; Communes; Agriculture","Agricultural Cooperative, Agriculture, Collective Farm, Collectivization, Communal Farm, Socialist Agriculture, Socialist Collectives, Socialist Communes. ","agricultural cooperative agriculture collective farm collectivization communal farm socialist agriculture socialist collectives socialist communes "
"729","P33","Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid","Embargo, Socialist Foreign Aid, Socialist Foreign Exchange, Socialist Foreign Investment, Socialist Foreign Trade, Socialist Globalization, Socialist Integration, Socialist International Finance, Socialist International Relations, Socialist International Tourism, Socialist International Trade, Socialist Trade Policy, State Trading. ","embargo socialist foreign aid socialist foreign exchange socialist foreign investment socialist foreign trade socialist globalization socialist integration socialist international finance socialist international relations socialist international tourism socialist international trade socialist trade policy state trading "
"730","P34","Socialist Institutions and Their Transitions: Financial Economics","Financial Crisis, Financial Flow, Financial Liberalization, Financial Risk, Socialist Banks, Socialist Bond Markets, Socialist Finance, Socialist Financial Institutions, Socialist Financial Intermediaries, Socialist Financial Markets, Socialist Financial Services, Socialist Stock Markets. ","financial crisis financial flow financial liberalization financial risk socialist banks socialist bond markets socialist finance socialist financial institutions socialist financial intermediaries socialist financial markets socialist financial services socialist stock markets "
"731","P35","Socialist Institutions and Their Transitions: Public Economics","Government Allocation, Public Finance, Rationing, Socialist Fiscal Policy, Socialist Government Spending, Socialist Public Economics, Socialist Public Finance, Socialist Taxation. ","government allocation public finance rationing socialist fiscal policy socialist government spending socialist public economics socialist public finance socialist taxation "
"732","P36","Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty","Consumers, Education, Education Policy, General Welfare, Health, Healthcare, Income, Poverty, Socialist Consumer Economics, Socialist Family Economics, Socialist Household Economics, Socialist Individuals, Training, Welfare, Welfare Programs. ","consumers education education policy general welfare health healthcare income poverty socialist consumer economics socialist family economics socialist household economics socialist individuals training welfare welfare programs "
"733","P37","Socialist Systems and Transitional Economies: Legal Institutions; Illegal Behavior","Illegal Behavior, Socialist Law Enforcement, Socialist Legal Institutions. ","illegal behavior socialist law enforcement socialist legal institutions "
"734","P39","Socialist Institutions and Their Transitions: Other","None Specified","none specified"
"735","P40","Other Economic Systems: General","Economic Systems, Islamic Economics. ","economic systems islamic economics "
"736","P41","Other Economic Systems: Planning, Coordination, and Reform","Economic Coordination, Economic Planning, Economic Reform, Economic Systems. ","economic coordination economic planning economic reform economic systems "
"737","P42","Other Economic Systems: Productive Enterprises; Factor and Product Markets; Prices; Population","Aggregate Prices, Demographics, Enterprises, Factor Markets, Firms, Individual Prices, Labor Markets, Microeconomics, Migration, Population, Prices, Product Markets. ","aggregate prices demographics enterprises factor markets firms individual prices labor markets microeconomics migration population prices product markets "
"738","P43","Other Economic Systems: Public Economics; Financial Economics","Financial Intermediaries, Fiscal Policy, Government Spending, Insurance Markets, Islamic Banking, Islamic Financial Markets, Public Economics, Stock Market, Taxation. ","financial intermediaries fiscal policy government spending insurance markets islamic banking islamic financial markets public economics stock market taxation "
"739","P44","Other Economic Systems: National Income, Product, and Expenditure; Money; Inflation","Expenditure, GDP, Inflation, Macroeconomics, Monetary System, Money, National Income, Output, Production. ","expenditure gdp inflation macroeconomics monetary system money national income output production "
"740","P45","Other Economic Systems: International Trade, Finance, Investment and Aid","Economic Integration, Foreign Aid, Foreign Investment, International Finance, International Investment, International Relations, International Trade. ","economic integration foreign aid foreign investment international finance international investment international relations international trade "
"741","P46","Other Economic Systems: Consumer Economics; Health; Education and Training; Welfare, Income, Wealth, and Poverty","Consumer Economics, Consumers, Education, Health, Personal Income, Poverty, Training, Wealth, Welfare. ","consumer economics consumers education health personal income poverty training wealth welfare "
"742","P47","Other Economic Systems: Performance and Prospects","Economic Outlook, Economic Performance, Economic Prospects, General Outlook, Spatial Analysis. ","economic outlook economic performance economic prospects general outlook spatial analysis "
"743","P48","Other Economic Systems: Political Economy; Legal Institutions; Property Rights; Natural Resources; Energy; Environment; Regional Studies","Economic Institutions, Energy, Environment, Government, Legal Institutions, Natural Resources, Political Economy, Primary Products, Property Rights, Public Economics, Regional Studies, Rural Economics, Urban Studies. ","economic institutions energy environment government legal institutions natural resources political economy primary products property rights public economics regional studies rural economics urban studies "
"744","P49","Other Economic Systems: Other","None Specified","none specified"
"745","P50","Comparative Economic Systems: General","Comparative Economic Systems, Comparative Studies. ","comparative economic systems comparative studies "
"746","P51","Comparative Analysis of Economic Systems","Comparative Economic Systems, Comparative Studies. ","comparative economic systems comparative studies "
"747","P52","Comparative Studies of Particular Economies","Comparative Economy Studies, Comparative Studies, Country Comparisons. ","comparative economy studies comparative studies country comparisons "
"748","P59","Comparative Economic Systems: Other","None Specified","none specified"
"749","Q00","Agricultural and Natural Resource Economics; Environmental and Ecological Economics: General","Agricultural Economics, Agriculture, Ecology, Environmental, Natural Resources. ","agricultural economics agriculture ecology environmental natural resources "
"750","Q01","Sustainable Development","Green Growth, Sustainability, Sustainability Forecast, Sustainable Development, Sustainable Governance, Sustainable Growth, Sustainable Regional Development. ","green growth sustainability sustainability forecast sustainable development sustainable governance sustainable growth sustainable regional development "
"751","Q02","Commodity Markets","Agricultural Commodity, Buffer Stock, Commodities, Commodity Crisis, Commodity Prices, Food Security, Fossil Fuels Market, Metal Markets, Oil Market, Rubber Market, Timber Market. ","agricultural commodity buffer stock commodities commodity crisis commodity prices food security fossil fuels market metal markets oil market rubber market timber market "
"752","Q10","Agriculture: General","Agricultural Data, Agricultural Outlook, Food, Sustainable Agriculture. ","agricultural data agricultural outlook food sustainable agriculture "
"753","Q11","Agriculture: Aggregate Supply and Demand Analysis; Prices","Aggregate Agricultural Market, Agricultural Commodity Futures, Agricultural Demand, Agricultural Productivity, Agricultural Supply, Food Demand, Food Price, Food Production, Food Supply, Sustainable Agriculture. ","aggregate agricultural market agricultural commodity futures agricultural demand agricultural productivity agricultural supply food demand food price food production food supply sustainable agriculture "
"754","Q12","Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets","Acreage, Agricultural Employment, Agricultural Labor Market, Agricultural Land Market, Agricultural Management, Farm Enterprise, Farm Firms, Farm Household, Farm Input Markets, Farm Investment, Farm Labor, Farm Retail, Farmers, Feed Market, Fertilizer Market, Micro Agricultural Investment, On Farm, Peasant. ","acreage agricultural employment agricultural labor market agricultural land market agricultural management farm enterprise farm firms farm household farm input markets farm investment farm labor farm retail farmers feed market fertilizer market micro agricultural investment farm peasant "
"755","Q13","Agricultural Markets and Marketing; Cooperatives; Agribusiness","Agribusiness, Agricultural Commodities, Agricultural Cooperative, Agricultural Marketing, Agricultural Markets, Agricultural Supply Chain, Agrifood, Agroindustrial, Buffer Stock, Collective Farm, Cooperatives, Farm Enterprise, Farm Retail, Farmer Cooperatives, Food Labeling, Food Production, Producer Cooperative. ","agribusiness agricultural commodities agricultural cooperative agricultural marketing agricultural markets agricultural supply chain agrifood agroindustrial buffer stock collective farm cooperatives farm enterprise farm retail farmer cooperatives food labeling food production producer cooperative "
"756","Q14","Agricultural Finance","Aggregate Agricultural Investment, Agribank, Agricultural Bank, Agricultural Credit, Agricultural Finance, Agricultural Financial Access, Agricultural Investment, Farm Credit, Farm Finance, Farm Subsidy. ","aggregate agricultural investment agribank agricultural bank agricultural credit agricultural finance agricultural financial access agricultural investment farm credit farm finance farm subsidy "
"757","Q15","Land Ownership and Tenure; Land Reform; Land Use; Irrigation; Agriculture and Environment","Acreage, Agricultural Land, Agriculture and Environment, Agrienvironment, Bureau of Land Management, Climate, Crop Choice, Cropland, Dams, Drought, Erosion, Extensive Farming, Fallow, Farm Emissions, Farm Real Estate, Farmland, Flooding, Irrigation, Land Ownership, Land Reclamation, Land Reform, Land Tenure, Land Use, Land Valuation, Landholdings, Rainfall, Ranchland, Resettlement, Sharecropping, Smallholders, Soils, Tenancy, Tenant, Tillage. ","acreage agricultural land agriculture environment agrienvironment bureau land management climate crop choice cropland dams drought erosion extensive farming fallow farm emissions farm real estate farmland flooding irrigation land ownership land reclamation land reform land tenure land use land valuation landholdings rainfall ranchland resettlement sharecropping smallholders soils tenancy tenant tillage "
"758","Q16","Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services","Agricultural Engineering, Agricultural Extension Service, Agricultural Research, Agricultural Technology, Agrochemical, Agrotechnology, Alar, Animal Disease, Biofuels, Farm Machinery, Farm Mechanization, Farmer Education, Fertilizer, Fertilizer Use, GMO, Herbicide, Pesticide, Plant Disease, Weed Control. ","agricultural engineering agricultural extension service agricultural research agricultural technology agrochemical agrotechnology alar animal disease biofuels farm machinery farm mechanization farmer education fertilizer fertilizer use gmo herbicide pesticide plant disease weed control "
"759","Q17","Agriculture in International Trade","Agricultural Exports, Agricultural Imports, Agricultural Protection, Agricultural Trade, Agricultural Trade Agreements, Commodity Agreements, Fair Trade Food, Food Trade, International Trade. ","agricultural exports agricultural imports agricultural protection agricultural trade agricultural trade agreements commodity agreements fair trade food food trade international trade "
"760","Q18","Agricultural Policy; Food Policy","Agricultural Law, Agricultural Policy, Agricultural Quotas, Agricultural Trade Policy, Bureau of Land Management, Common Agricultural Policy, European Crop Protection Association, Farm Aid, Farm Subsidy, FDA, Food Aid, Food Policy, Food Quality, Food Safety, Food Security, USDA, World Food Program. ","agricultural law agricultural policy agricultural quotas agricultural trade policy bureau land management common agricultural policy european crop protection association farm aid farm subsidy fda food aid food policy food quality food safety food security usda world food program "
"761","Q19","Agriculture: Other","None Specified","none specified"
"762","Q20","Renewable Resources and Conservation: General","Conservation, Conservation Data, Natural Resources, Renewable Resources, Resource Data. ","conservation conservation data natural resources renewable resources resource data "
"763","Q21","Renewable Resources and Conservation: Demand and Supply; Prices","Common Pool Resources, Commons, Conservation, Depletion, Resource Demand, Resource Prices, Resource Supply, Willingness to Pay. ","common pool resources commons conservation depletion resource demand resource prices resource supply willingness pay "
"764","Q22","Renewable Resources and Conservation: Fishery; Aquaculture","Aquaculture, Aquaculture Conservation, Fisheries, Fishing, Inland Fisheries, Maritime, Overfishing, Seafood, Seafood Farming. ","aquaculture aquaculture conservation fisheries fishing inland fisheries maritime overfishing seafood seafood farming "
"765","Q23","Renewable Resources and Conservation: Forestry","Afforestation, Agroforestry, Deforestation, Forest Conservation, Forestry, Hunting, Logging, Lumber Industry, Planting, Rainforest, Reforestation, Rubber Industry, Timber Market, Trees, Wood, Woodland. ","afforestation agroforestry deforestation forest conservation forestry hunting logging lumber industry planting rainforest reforestation rubber industry timber market trees wood woodland "
"766","Q24","Renewable Resources and Conservation: Land","Acreage, Desertification, Erosion, Land, Land Conservation, Land Development, Land Markets, Land Ownership, Land Reclamation, Land Use, Land Value, Landholdings, Reclamation, Soil Degradation, Soils, Wetlands. ","acreage desertification erosion land land conservation land development land markets land ownership land reclamation land use land value landholdings reclamation soil degradation soils wetlands "
"767","Q25","Renewable Resources and Conservation: Water","Chemical Pollution, Dams, Drought, Dumping, Flood Control, Groundwater, Oceans, Rainfall, Reef, Rivers, Sewage, Wastewater, Water, Water Conservation, Water Pollution, Water Safety, Water Security, Water Supply. ","chemical pollution dams drought dumping flood control groundwater oceans rainfall reef rivers sewage wastewater water water conservation water pollution water safety water security water supply "
"768","Q26","Recreational Aspects of Natural Resources","Conservatory, Cost Benefit, Hunting, National Parks, Nature Preserve, Parks, Protected Area, Public Parks, Public Use, Recreation, Recreational Fishing, Trails, Water Sports, Wildlife Preserve, Willingness to Pay. ","conservatory cost benefit hunting national parks nature preserve parks protected area public parks public use recreation recreational fishing trails water sports wildlife preserve willingness pay "
"769","Q27","Renewable Resources and Conservation: Issues in International Trade","Commodity Trade, Fishing Rights, International Trade, Renewable Resource Trade, Resource Protection, Trade Policy. ","commodity trade fishing rights international trade renewable resource trade resource protection trade policy "
"770","Q28","Renewable Resources and Conservation: Government Policy","Conservation Policy, Environmental Policy, International Environmental Policy, International Resource Policy, Renewable Resource Policy. ","conservation policy environmental policy international environmental policy international resource policy renewable resource policy "
"771","Q29","Renewable Resources and Conservation: Other","None Specified","none specified"
"772","Q30","Nonrenewable Resources and Conservation: General","Conservation, Conservation Data, Exhaustible Resources, Natural Resources, Nonrenewable Resources, Resource Data. ","conservation conservation data exhaustible resources natural resources nonrenewable resources resource data "
"773","Q31","Nonrenewable Resources and Conservation: Demand and Supply; Prices","Depletion, Exhaustible Resource Markets, Fossil Fuel Prices, Oil Prices, Resource Demand, Resource Prices, Resource Supply. ","depletion exhaustible resource markets fossil fuel prices oil prices resource demand resource prices resource supply "
"774","Q32","Exhaustible Resources and Economic Development","Least Developed Countries, Resources and Development, Resources and Growth. ","least developed countries resources development resources growth "
"775","Q33","Resource Booms","Dutch Disease, Resource Booms, Resource Curse, Resource Discovery. ","dutch disease resource booms resource curse resource discovery "
"776","Q34","Natural Resources and Domestic and International Conflicts","Conflict Minerals, Conflict Resource, Natural Resource Conflict, Natural Resource Security, Oil Conflict, Resources and War. ","conflict minerals conflict resource natural resource conflict natural resource security oil conflict resources war "
"777","Q35","Hydrocarbon Resources","Coal, Fossil Fuels, Gas, Hydrocarbons, Hydrocarbons Conservation, Natural Gas, Oil, Petroleum, Shale. ","coal fossil fuels gas hydrocarbons hydrocarbons conservation natural gas oil petroleum shale "
"778","Q37","Nonrenewable Resources and Conservation: Issues in International Trade","Conflict Resources, Fair Trade, International Trade, Oil Country, Oil Exports, Oil Imports, Oil Trade, Rare Earth Minerals Trade, Resource Supply Chain. ","conflict resources fair trade international trade oil country oil exports oil imports oil trade rare earth minerals trade resource supply chain "
"779","Q38","Nonrenewable Resources and Conservation: Government Policy","Conservation Policy, Natural Gas, Oil Policy, OPEC, OPEC Policy, Protectionist Policy, Resource Trade Policy. ","conservation policy natural gas oil policy opec opec policy protectionist policy resource trade policy "
"780","Q39","Nonrenewable Resources and Conservation: Other","None Specified","none specified"
"781","Q40","Energy: General","Energy, Energy Data, Energy Markets, Energy Resources, Energy Sources. ","energy energy data energy markets energy resources energy sources "
"782","Q41","Energy: Demand and Supply; Prices","Energy Conservation, Energy Consumption, Energy Demand, Energy Efficiency, Energy Markets, Energy Pricing, Energy Supply, Energy Use. ","energy conservation energy consumption energy demand energy efficiency energy markets energy pricing energy supply energy use "
"783","Q42","Alternative Energy Sources","Alternative Energy Source, Bioenergy, Energy Sources, Energy Substitution, Ethanol, Gasification, Hydropower, Non Hydrocarbon, Nuclear Energy, Renewable Energy, Solar Energy, Wind Energy. ","alternative energy source bioenergy energy sources energy substitution ethanol gasification hydropower non hydrocarbon nuclear energy renewable energy solar energy wind energy "
"784","Q43","Energy and the Macroeconomy","Aggregate Energy Consumption, Aggregate Energy Prices, Energy and Growth, Energy Shocks, Oil Shocks. ","aggregate energy consumption aggregate energy prices energy growth energy shocks oil shocks "
"785","Q47","Energy Forecasting","Energy Demand Forecast, Energy Forecasting, Energy Futures, Energy Price Forecasting, Energy Supply Forecast, Energy Sustainability Forecast, Oil Price Forecast, Production Prediction. ","energy demand forecast energy forecasting energy futures energy price forecasting energy supply forecast energy sustainability forecast oil price forecast production prediction "
"786","Q48","Energy: Government Policy","Clean Energy Policy, Energy Certificates, Energy Conservation, Energy Policy, Energy Reform, Energy Regulation, Energy Use Policy, Green Certificates. ","clean energy policy energy certificates energy conservation energy policy energy reform energy regulation energy use policy green certificates "
"787","Q49","Energy: Other","None Specified","none specified"
"788","Q50","Environmental Economics: General","Ecological, Environment, Environmental Accounts, Environmental Data, Environmental Economics, Green Economics. ","ecological environment environmental accounts environmental data environmental economics green economics "
"789","Q51","Valuation of Environmental Effects","Contingent Valuation, Cost Benefit, Eco Efficiency, Environmental Health and Safety, Environmental Valuation, Health Effects, Hedonic, Recreational Effects, Revealed Preference, Stated Preference. ","contingent valuation cost benefit eco efficiency environmental health safety environmental valuation health effects hedonic recreational effects revealed preference stated preference "
"790","Q52","Pollution Control Adoption and Costs; Distributional Effects; Employment Effects","Abatement Cost, Cost Benefit, Distributional Effects, Employment Effects, Environmental Compliance, Environmental Protection Cost, Environmental Tax, Environmental Technology Adaption, Firm Behavior, Green Production, Industrial Ecology, Pollutant, Polluter, Pollution, Pollution Control, Pollution Haven. ","abatement cost cost benefit distributional effects employment effects environmental compliance environmental protection cost environmental tax environmental technology adaption firm behavior green production industrial ecology pollutant polluter pollution pollution control pollution haven "
"791","Q53","Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","Air Pollution, Chemical Pollution, Clean Air, Clean Water, Dumping, Environmental Degradation, Garbage Collection, Hazardous Waste, Landfill, Nitrogen Oxide, Noise Pollution, Pollutant, Polluter, Polluting, Pollution, Recycling, Sewerage, Solid Waste, Waste Management, Water Pollution. ","air pollution chemical pollution clean air clean water dumping environmental degradation garbage collection hazardous waste landfill nitrogen oxide noise pollution pollutant polluter polluting pollution recycling sewerage solid waste waste management water pollution "
"792","Q54","Climate; Natural Disasters and Their Management; Global Warming","Carbon, Carbon Capture, Climate, Climate Change, Desertification, Disaster Management, Drought, Emissions, Flood, Global Warming, Greenhouse Gas, Natural Disaster, Rainfall, Storm, Tornado, Weather. ","carbon carbon capture climate climate change desertification disaster management drought emissions flood global warming greenhouse gas natural disaster rainfall storm tornado weather "
"793","Q55","Environmental Economics: Technological Innovation","Clean Technology, Environmental R&D, Green Technology, Recycing Technology, Technological Innovation. ","clean technology environmental rd green technology recycing technology technological innovation "
"794","Q56","Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth","Environment and Development, Environment and Growth, Environment and Trade, Environmental Accounting, Environmental Accounts, Environmental Equity, Environmental Kuznets Curve, Environmental Reporting, Environmental Security, Green Growth, Pollution Haven, Population Growth, Sustainability, Sustainability Forecast. ","environment development environment growth environment trade environmental accounting environmental accounts environmental equity environmental kuznets curve environmental reporting environmental security green growth pollution haven population growth sustainability sustainability forecast "
"795","Q57","Ecological Economics: Ecosystem Services; Biodiversity Conservation; Bioeconomics; Industrial Ecology","Biodiversity Conservation, Bioeconomics, Eco Efficiency, Ecological Economics, Ecology, Ecosystem, Ecosystem Management, Ecosystem Services, Endangered Species, Habitat Protection, Industrial Ecology, Sanctuary, Wildlife. ","biodiversity conservation bioeconomics eco efficiency ecological economics ecology ecosystem ecosystem management ecosystem services endangered species habitat protection industrial ecology sanctuary wildlife "
"796","Q58","Environmental Economics: Government Policy","Climate Policy, Command and Control, Ecotax, Emission Control, Environmental Planning, Environmental Protection, Environmental Regulation, Environmental Subsidies, Environmental Tax, EPA, Green Certificates, International Environmental Policy, Pollution Control, Pollution Tax, Tradable Permits, Waste Policy. ","climate policy command control ecotax emission control environmental planning environmental protection environmental regulation environmental subsidies environmental tax epa green certificates international environmental policy pollution control pollution tax tradable permits waste policy "
"797","Q59","Environmental Economics: Other","None Specified","none specified"
"798","R00","Urban, Rural, Regional, Real Estate, and Transportation Economics: General","Location Economics, Regional Science, Spatial, Transportation Economics. ","location economics regional science spatial transportation economics "
"799","R10","General Regional Economics (includes Regional Data)","Regional Data, Regional Economic System, Regional Economics Measurement. ","regional data regional economic system regional economics measurement "
"800","R11","Regional Economic Activity: Growth, Development, Environmental Issues, and Changes","Agglomeration Economies, Centralization, Cities, City Size, Depressed Areas, Ghetto, Inner City, Intraregional Effects, Regional Development, Regional Differentials, Regional Environment, Regional Growth, Rural, Rural Development, Rural Economics, Slums, Sprawl, Suburb, Suburbanization, Urban Development, Urban Growth, Urban Rural, Urbanism, Urbanization, Verdoorn, Zipf's Law. ","agglomeration economies centralization cities city size depressed areas ghetto inner city intraregional effects regional development regional differentials regional environment regional growth rural rural development rural economics slums sprawl suburb suburbanization urban development urban growth urban rural urbanism urbanization verdoorn zipfs law "
"801","R12","Size and Spatial Distributions of Regional Economic Activity","Cities, City Size, Core Periphery, Country Size, Diffusion, Economic Geography, Geography, International Trade, Interregional trade, Regional Convergence, Regional Economies of Scale, Regional Inequality, Rural, Spatial, Spatial Competition, Spillover Effect, Trade and Geography, Urban, Urban Rural, Urbanism, Urbanization, Verdoorn, Zipf's Law. ","cities city size core periphery country size diffusion economic geography geography international trade interregional trade regional convergence regional economies scale regional inequality rural spatial spatial competition spillover effect trade geography urban urban rural urbanism urbanization verdoorn zipfs law "
"802","R13","General Equilibrium and Welfare Economic Analysis of Regional Economies","Regional Equilibrium, Regional General Equilibrium, Regional Welfare, Spatial Equilibrium, Spatial General Equilibrium, Welfare Economics. ","regional equilibrium regional general equilibrium regional welfare spatial equilibrium spatial general equilibrium welfare economics "
"803","R14","Land Use Patterns","Land Development, Land Use, Land Use Change, Land Use Intensity, Land Use Patterns, Public Land Use, Regional Land Use, Urban Land Use, Vacant Land, Zoning. ","land development land use land use change land use intensity land use patterns public land use regional land use urban land use vacant land zoning "
"804","R15","General Regional Economics: Econometric and Input-Output Models; Other Models","Computable General Equilibrium, Core Periphery Model, Econometric Modeling, Export Base Model, Gravity Model, Input Output, Modelling, Regional Economics Models, Shift Share, Simulation, Spatial Autocorrelation, Spatial Equilibrium, Spatial Model, Urban Location Model. ","computable general equilibrium core periphery model econometric modeling export base model gravity model input output modelling regional economics models shift share simulation spatial autocorrelation spatial equilibrium spatial model urban location model "
"805","R19","General Regional Economics: Other","None Specified","none specified"
"806","R20","Urban, Rural, Regional, Real Estate, and Transportation Economics: Household Analysis: General","Neighborhoods, Real Estate Demand, Regional Consumer Behavior, Regional Demographics, Regional Household Behavior. ","neighborhoods real estate demand regional consumer behavior regional demographics regional household behavior "
"807","R21","Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand","Cooperative Housing, Homeowners, Homeownership, Housing, Housing Demand, Land Markets, Landlord, Leasee, Regional Housing, Rent Buy Decision, Renting, Residential Choice, Residential Land, Residential Location, Residential Location Factor, Rural Housing, Tenancy, Tenant, Urban Housing. ","cooperative housing homeowners homeownership housing housing demand land markets landlord leasee regional housing rent buy decision renting residential choice residential land residential location residential location factor rural housing tenancy tenant urban housing "
"808","R22","Urban, Rural, Regional, Real Estate, and Transportation Economics: Other Demand","Regional Consumer Demand, Regional Household Demand, Spatial Analysis, Spatial Demand. ","regional consumer demand regional household demand spatial analysis spatial demand "
"809","R23","Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","Census Data, Cities, Community, Gentrification, Internal Migration, Labor Migration, Neighborhood Demographics, Neighborhood Redevelopment, Neighborhoods, Racial Segregation, Regional Employment, Regional Labor Markets, Regional Migration, Regional Population, Resettlement. ","census data cities community gentrification internal migration labor migration neighborhood demographics neighborhood redevelopment neighborhoods racial segregation regional employment regional labor markets regional migration regional population resettlement "
"810","R28","Urban, Rural, Regional, Real Estate, and Transportation Economics: Government Policy","Desegregation, Homelessness Policy, Housing and Urban Development, Housing Standards, Neighborhood Policy, Regional Labor Policy, Regional Migration Policy, Social Housing, Subsidized Housing, Zoning. ","desegregation homelessness policy housing urban development housing standards neighborhood policy regional labor policy regional migration policy social housing subsidized housing zoning "
"811","R29","Urban, Rural, Regional, Real Estate, and Transportation Economics: Household Analysis: Other","None Specified","none specified"
"812","R30","Real Estate Markets, Spatial Production Analysis, and Firm Location: General","Industrial Location, Real Estate Markets, Spatial Firm Behavior. ","industrial location real estate markets spatial firm behavior "
"813","R31","Housing Supply and Markets","Apartment, Condos, Cooperative Housing, Homebuilding, Housing, Housing Finance, Housing Price Determination, Housing Prices, Housing Supply, Mortgage, Mortgage Market, Refinancing, Regional Housing Market, Rent, Residential Land Market, Residential Real Estate. ","apartment condos cooperative housing homebuilding housing housing finance housing price determination housing prices housing supply mortgage mortgage market refinancing regional housing market rent residential land market residential real estate "
"814","R32","Other Spatial Production and Pricing Analysis","Agglomeration, Cluster, Diffusion, Export Processing Zone, Firm Location, Industrial Districts, Industrial Geography, Production Location, Retail Location, Shopping Center, Spatial Competition, Spatial Pricing, Spatial Production. ","agglomeration cluster diffusion export processing zone firm location industrial districts industrial geography production location retail location shopping center spatial competition spatial pricing spatial production "
"815","R33","Nonagricultural and Nonresidential Real Estate Markets","Commercial Development, Commercial Property Valuation, Commercial Real Estate, Land Markets, Land Value, Nonagricultural, Nonresidential, Office Buildings, Shopping Center, Tenancy, Tenant. ","commercial development commercial property valuation commercial real estate land markets land value nonagricultural nonresidential office buildings shopping center tenancy tenant "
"816","R38","Production Analysis and Firm Location: Government Policy","Building Codes, Business Subsidies, FNMA, Housing Affordability, Housing and Urban Development, Housing Standards, Housing Subsidies, Public Housing, Redevelopment, Rent Control, Social Housing, Zoning. ","building codes business subsidies fnma housing affordability housing urban development housing standards housing subsidies public housing redevelopment rent control social housing zoning "
"817","R39","Real Estate Markets, Spatial Production Analysis, and Firm Location: Other","None Specified","none specified"
"818","R40","Transportation Economics: General","Transportation, Transportation Data, Transportation Markets, Transportation Systems. ","transportation transportation data transportation markets transportation systems "
"819","R41","Transportation: Demand, Supply, and Congestion; Travel Time; Safety and Accidents; Transportation Noise","Accidents, Airport, Boating, Bus, Carpooling, Commute, Cycling, Driving, Flying, Harbors, Highways, Logistics, Parking, Ports, Public Transportation, Rail, Safety, Shipping, Subway, Traffic, Traffic Engineering, Transportation Demand, Transportation Modes, Transportation Noise, Transportation Supply, Travel Behavior, Travel Demand, Travel Time, Vehicle Routing, Walking. ","accidents airport boating bus carpooling commute cycling driving flying harbors highways logistics parking ports public transportation rail safety shipping subway traffic traffic engineering transportation demand transportation modes transportation noise transportation supply travel behavior travel demand travel time vehicle routing walking "
"820","R42","Transportation Economics: Government and Private Investment Analysis; Road Maintenance, Transportation Planning","Bridge Repair, Private Transportation Investment, Public Transportation Investment, Road Construction, Road Maintenance, Self Driving Cars, Tollroad, Transportation Infrastructure, Transportation Planning, Transportation Research, Turnpike. ","bridge repair private transportation investment public transportation investment road construction road maintenance self driving cars tollroad transportation infrastructure transportation planning transportation research turnpike "
"821","R48","Transportation Economics: Government Pricing and Policy","DMV, HOV Lanes, Licensing, Motorcycle Helmet Laws, Peak Load Pricing, Public Transportation, Road Pricing, Seatbelt Laws, Tolls, Traffic Laws, Transportation Safety Regulations, Travel Policy, Vehicle Registration. ","dmv hov lanes licensing motorcycle helmet laws peak load pricing public transportation road pricing seatbelt laws tolls traffic laws transportation safety regulations travel policy vehicle registration "
"822","R49","Transportation Economics: Other","None Specified","none specified"
"823","R50","Regional Government Analysis: General","Local Government, Regional Government, Regional Policy. ","local government regional government regional policy "
"824","R51","Finance in Urban and Rural Economies","Land Tax, Local Government Borrowing, Local Government Finance, Local Tax, Municipal Finance, Property Tax, Rural Government Finance, Sales Tax, Urban Government Finance. ","land tax local government borrowing local government finance local tax municipal finance property tax rural government finance sales tax urban government finance "
"825","R52","Regional Government Analysis: Land Use and Other Regulations","Eminent Domain, Green Space, Land Development, Land Privatization, Land Repurposing, Land Use, Land Use Patterns, Land Use Regulation, Public Land Use, Regional Land Use, Vacant Land, Zoning. ","eminent domain green space land development land privatization land repurposing land use land use patterns land use regulation public land use regional land use vacant land zoning "
"826","R53","Public Facility Location Analysis; Public Investment and Capital Stock","Airport Location, Arenas, Local Public Expenditure, Local Public Facilities, Local Public Infrastructure, Local Public Investment, Parks, Public Capital Stock, Public Facility Location Analysis, Stadiums, Waste Management Facilities. ","airport location arenas local public expenditure local public facilities local public infrastructure local public investment parks public capital stock public facility location analysis stadiums waste management facilities "
"827","R58","Regional Development Planning and Policy","City Planning, Depressed Areas, Development Policy, Localities Policy, Neighborhood Development, Planning, Policy Making, Redevelopment, Regional Development, Regional Development Planning, Rural Development, Sustainable Development Planning, Sustainable Regional Development, Urban Development, Urbanization. ","city planning depressed areas development policy localities policy neighborhood development planning policy making redevelopment regional development regional development planning rural development sustainable development planning sustainable regional development urban development urbanization "
"828","R59","Regional Government Analysis: Other","None Specified","none specified"
"829","Y10","Data: Tables and Charts","None Specified","none specified"
